"No.","Time","Source","Destination","Protocol","Length","Info"
"16327","80.756403440","10.0.2.15","192.114.46.177","UDP","76","52717  >  443 Len=34"
"16328","80.756442516","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16329","80.756667078","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16330","80.756860830","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16331","80.757054142","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16332","80.757236910","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16333","80.757439013","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16334","80.757603025","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16335","80.757606599","10.0.2.15","192.114.46.177","UDP","76","52717  >  443 Len=34"
"16336","80.757780356","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16337","80.758071253","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16338","80.758270856","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16339","80.758463626","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16340","80.758650021","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16341","80.758706724","10.0.2.15","192.114.46.177","UDP","76","52717  >  443 Len=34"
"16342","80.758836198","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16343","80.759087197","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16344","80.759282286","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16345","80.759460501","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16346","80.759673058","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16347","80.759894587","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16348","80.760013470","10.0.2.15","192.114.46.177","UDP","77","52717  >  443 Len=35"
"16349","80.760149292","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16350","80.760352258","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
